HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,HST,AS,AST,HC,AC,HY,HR,AY,AR,B365H,B365A,B365D,B365>2.5,B365<2.5,Date,Time,HomeTeamID,AwayTeamID,HomeGoalsLast3,GoalDiff,FTR_Encoded,DaysSinceHomeLast,DaysSinceAwayLast,B365H_Prob,B365D_Prob,B365A_Prob,AwayGoalsLast3,HomeAttackForm,HomeDefenceForm,AwayAttackForm,AwayDefenceForm,HomeNetForm,AwayNetForm
Ipswich,Tottenham,1,4,A,17,5,10,6,4,4,2,0,1,0,4.1,1.9,3.6,1.53,2.5,2025-02-22,15:00,10,23,0.3333333333333333,-3,-1,21.0,20.0,0.24390243902439027,0.2777777777777778,0.5263157894736842,1.6666666666666667,0.3333333333333333,3.3333333333333335,1.6666666666666667,1.6666666666666667,-3.0,0.0
Fulham,Crystal Palace,0,2,A,10,0,10,5,7,7,1,0,3,0,2.05,3.7,3.4,2.02,1.88,2025-02-22,15:00,9,7,1.3333333333333333,-2,-1,7.0,20.0,0.48780487804878053,0.29411764705882354,0.27027027027027023,2.0,1.3333333333333333,1.3333333333333333,2.0,0.0,0.0,2.0
Arsenal,West Ham,0,1,A,20,2,5,2,2,0,1,1,3,0,1.27,10.0,6.0,1.67,2.2,2025-02-22,15:00,0,25,3.0,-1,-1,20.0,19.0,0.7874015748031495,0.16666666666666666,0.1,1.0,3.0,1.3333333333333333,1.0,2.3333333333333335,1.6666666666666667,-1.3333333333333335
Southampton,Brighton,0,4,A,6,1,18,12,5,6,2,0,0,0,6.0,1.55,4.1,1.57,2.38,2025-02-22,15:00,21,4,0.6666666666666666,-4,-1,7.0,21.0,0.16666666666666666,0.24390243902439027,0.6451612903225806,1.6666666666666667,0.6666666666666666,3.6666666666666665,1.6666666666666667,2.6666666666666665,-3.0,-0.9999999999999998
Aston Villa,Chelsea,2,1,H,12,6,15,7,2,3,1,0,3,0,2.63,2.6,3.4,1.57,2.38,2025-02-22,17:30,1,6,1.3333333333333333,1,1,3.0,8.0,0.3802281368821293,0.29411764705882354,0.3846153846153846,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.0,-1.666666666666667
Everton,Man United,2,2,D,9,8,9,3,7,9,4,0,1,0,2.5,2.9,3.2,2.2,1.67,2025-02-22,12:30,8,16,3.0,0,0,10.0,6.0,0.4,0.3125,0.3448275862068966,1.0,3.0,1.3333333333333333,1.0,1.0,1.6666666666666667,0.0
Bournemouth,Wolves,0,1,A,8,3,13,5,6,7,3,1,3,0,1.53,5.5,4.5,1.57,2.38,2025-02-22,15:00,2,26,2.0,-1,-1,21.0,6.0,0.6535947712418301,0.2222222222222222,0.18181818181818182,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,2.6666666666666665,1.3333333333333335,-2.0
Man City,Liverpool,0,2,A,16,5,8,4,7,5,0,0,0,0,2.88,2.25,3.8,1.4,3.0,2025-02-23,16:30,15,13,3.6666666666666665,-2,-1,8.0,4.0,0.3472222222222222,0.2631578947368421,0.4444444444444444,2.0,3.6666666666666665,0.6666666666666666,2.0,1.3333333333333333,3.0,0.6666666666666667
Newcastle,Nott'm Forest,4,3,H,13,5,17,5,7,6,1,0,4,0,1.8,4.2,3.8,1.67,2.2,2025-02-23,14:00,17,19,1.6666666666666667,1,1,22.0,8.0,0.5555555555555556,0.2631578947368421,0.23809523809523808,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,2.3333333333333335,-0.33333333333333326,-1.0000000000000002
Brighton,Bournemouth,2,1,H,11,4,19,5,1,9,2,0,1,0,2.0,3.3,3.8,1.62,2.3,2025-02-25,19:30,4,2,1.3333333333333333,1,1,11.0,10.0,0.5,0.2631578947368421,0.30303030303030304,3.0,1.3333333333333333,0.6666666666666666,3.0,1.3333333333333333,0.6666666666666666,1.6666666666666667
Crystal Palace,Aston Villa,4,1,H,19,6,6,2,3,8,3,0,1,0,2.45,2.8,3.4,1.9,2.0,2025-02-25,19:30,7,1,1.0,3,1,10.0,24.0,0.4081632653061224,0.29411764705882354,0.35714285714285715,1.0,1.0,1.6666666666666667,1.0,1.3333333333333333,-0.6666666666666667,-0.33333333333333326
Chelsea,Southampton,4,0,H,19,10,7,2,4,2,1,0,2,0,1.17,13.0,8.0,1.29,3.75,2025-02-25,20:15,6,21,2.3333333333333335,4,1,22.0,24.0,0.8547008547008548,0.125,0.07692307692307693,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.0000000000000002,-0.6666666666666667
Wolves,Fulham,1,2,A,18,5,11,5,7,5,1,0,3,0,2.63,2.63,3.3,2.05,1.85,2025-02-25,19:30,26,9,0.6666666666666666,-1,-1,24.0,24.0,0.3802281368821293,0.30303030303030304,0.3802281368821293,2.0,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,-0.6666666666666666,0.6666666666666667
Man United,Ipswich,3,2,H,10,6,12,3,5,6,4,1,4,0,1.53,6.0,4.33,1.67,2.2,2025-02-26,19:30,16,10,1.3333333333333333,1,1,24.0,11.0,0.6535947712418301,0.23094688221709006,0.16666666666666666,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,2.3333333333333335,-0.6666666666666667,-1.0000000000000002
Tottenham,Man City,0,1,A,11,6,12,5,8,3,3,0,0,0,3.25,2.0,4.0,1.36,3.2,2025-02-26,19:30,23,15,1.0,-1,-1,10.0,24.0,0.3076923076923077,0.25,0.5,3.0,1.0,1.3333333333333333,3.0,2.3333333333333335,-0.33333333333333326,0.6666666666666665
Nott'm Forest,Arsenal,0,0,D,6,2,13,1,3,11,1,0,1,0,3.9,1.95,3.6,2.2,1.67,2025-02-26,19:30,19,0,3.6666666666666665,0,0,25.0,11.0,0.25641025641025644,0.2777777777777778,0.5128205128205129,1.3333333333333333,3.6666666666666665,1.0,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.0
Liverpool,Newcastle,2,0,H,12,3,3,0,4,2,0,0,1,0,1.5,5.75,4.5,1.44,2.75,2025-02-26,20:15,13,17,2.6666666666666665,2,1,10.0,11.0,0.6666666666666666,0.2222222222222222,0.17391304347826086,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,-0.33333333333333326
Brentford,Everton,1,1,D,12,3,14,4,2,5,2,0,1,0,2.0,3.5,3.7,1.87,2.03,2025-02-26,19:30,3,8,0.6666666666666666,0,0,24.0,11.0,0.5,0.27027027027027023,0.2857142857142857,1.0,0.6666666666666666,2.0,1.0,0.6666666666666666,-1.3333333333333335,0.33333333333333337
West Ham,Leicester,2,0,H,8,2,10,2,3,3,0,0,0,0,1.62,5.0,4.2,1.73,2.1,2025-02-27,20:00,25,12,1.0,2,1,12.0,26.0,0.6172839506172839,0.23809523809523808,0.2,1.0,1.0,1.6666666666666667,1.0,2.3333333333333335,-0.6666666666666667,-1.3333333333333335
Liverpool,Southampton,3,1,H,28,7,6,4,6,4,2,0,1,0,1.1,19.0,9.0,1.29,3.75,2025-03-08,15:00,13,21,2.6666666666666665,2,1,10.0,11.0,0.9090909090909091,0.1111111111111111,0.05263157894736842,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.3333333333333333,2.6666666666666665,2.0,-1.3333333333333333
Crystal Palace,Ipswich,1,0,H,19,4,15,8,5,4,4,0,3,0,1.45,6.25,4.75,1.73,2.1,2025-03-08,15:00,7,10,2.0,1,1,11.0,10.0,0.6896551724137931,0.21052631578947367,0.16,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,2.6666666666666665,0.33333333333333326,-1.3333333333333333
Wolves,Everton,1,1,D,11,3,12,4,5,5,2,0,2,0,2.6,2.88,3.1,2.3,1.62,2025-03-08,20:00,26,8,1.0,0,0,11.0,10.0,0.3846153846153846,0.3225806451612903,0.3472222222222222,1.3333333333333333,1.0,1.0,1.3333333333333333,0.6666666666666666,0.0,0.6666666666666666
Brentford,Aston Villa,0,1,A,13,3,12,4,6,5,2,0,2,0,2.2,2.9,3.8,1.53,2.5,2025-03-08,17:30,3,1,0.3333333333333333,-1,-1,10.0,11.0,0.45454545454545453,0.2631578947368421,0.3448275862068966,1.0,0.3333333333333333,1.6666666666666667,1.0,2.6666666666666665,-1.3333333333333335,-1.6666666666666665
Brighton,Fulham,2,1,H,9,4,6,1,3,7,0,0,2,0,1.95,3.75,3.6,1.73,2.1,2025-03-08,15:00,4,9,1.6666666666666667,1,1,11.0,11.0,0.5128205128205129,0.2777777777777778,0.26666666666666666,2.0,1.6666666666666667,0.6666666666666666,2.0,0.6666666666666666,1.0,1.3333333333333335
Nott'm Forest,Man City,1,0,H,9,4,14,3,3,2,3,0,2,0,4.0,1.85,3.75,1.57,2.38,2025-03-08,12:30,19,15,3.3333333333333335,1,1,10.0,10.0,0.25,0.26666666666666666,0.5405405405405405,2.6666666666666665,3.3333333333333335,0.6666666666666666,2.6666666666666665,1.6666666666666667,2.666666666666667,0.9999999999999998
Man United,Arsenal,1,1,D,10,6,17,6,2,9,0,0,1,0,5.75,1.7,3.5,2.15,1.62,2025-03-09,16:30,16,0,1.3333333333333333,0,0,11.0,11.0,0.17391304347826086,0.2857142857142857,0.5882352941176471,1.0,1.3333333333333333,2.3333333333333335,1.0,0.0,-1.0000000000000002,1.0
Tottenham,Bournemouth,2,2,D,12,4,17,8,3,6,3,0,3,0,2.7,2.35,3.9,1.37,3.0,2025-03-09,14:00,23,2,0.6666666666666666,0,0,11.0,12.0,0.37037037037037035,0.25641025641025644,0.425531914893617,2.6666666666666665,0.6666666666666666,1.0,2.6666666666666665,1.3333333333333333,-0.33333333333333337,1.3333333333333333
Chelsea,Leicester,1,0,H,20,7,3,3,12,2,1,0,0,0,1.18,12.0,8.0,1.33,3.2,2025-03-09,14:00,6,12,3.0,1,1,12.0,10.0,0.8474576271186441,0.125,0.08333333333333333,0.6666666666666666,3.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.3333333333333335,-1.666666666666667
West Ham,Newcastle,0,1,A,9,2,9,3,3,4,0,0,1,0,3.25,2.2,3.4,1.73,2.1,2025-03-10,20:00,25,17,0.6666666666666666,-1,-1,11.0,12.0,0.3076923076923077,0.29411764705882354,0.45454545454545453,1.0,0.6666666666666666,1.0,1.0,2.3333333333333335,-0.33333333333333337,-1.3333333333333335
Bournemouth,Brentford,1,2,A,17,5,10,4,4,3,3,0,0,0,1.73,4.2,4.2,1.44,2.75,2025-03-15,17:30,2,3,1.6666666666666667,-1,-1,21.0,22.0,0.5780346820809249,0.23809523809523808,0.23809523809523808,2.3333333333333335,1.6666666666666667,1.0,2.3333333333333335,0.3333333333333333,0.6666666666666667,2.0
Man City,Brighton,2,2,D,11,3,15,3,4,5,2,0,5,0,1.67,4.5,4.33,1.44,2.75,2025-03-15,15:00,15,4,2.3333333333333335,0,0,20.0,21.0,0.5988023952095809,0.23094688221709006,0.2222222222222222,2.3333333333333335,2.3333333333333335,1.0,2.3333333333333335,2.6666666666666665,1.3333333333333335,-0.33333333333333304
Ipswich,Nott'm Forest,2,4,A,11,4,11,6,6,3,1,0,1,0,3.75,2.0,3.5,1.87,2.03,2025-03-15,15:00,10,19,0.6666666666666666,-2,-1,21.0,20.0,0.26666666666666666,0.2857142857142857,0.5,1.3333333333333333,0.6666666666666666,4.0,1.3333333333333333,3.6666666666666665,-3.3333333333333335,-2.333333333333333
Everton,West Ham,1,1,D,13,5,10,5,6,5,1,0,2,0,2.05,3.9,3.2,2.3,1.62,2025-03-15,15:00,8,25,2.6666666666666665,0,0,21.0,21.0,0.48780487804878053,0.3125,0.25641025641025644,1.0,2.6666666666666665,1.3333333333333333,1.0,1.0,1.3333333333333333,0.0
Southampton,Wolves,1,2,A,10,3,5,3,5,1,0,0,0,0,3.7,2.0,3.4,1.84,2.06,2025-03-15,15:00,21,26,0.6666666666666666,-1,-1,21.0,21.0,0.27027027027027023,0.29411764705882354,0.5,1.0,0.6666666666666666,3.3333333333333335,1.0,1.6666666666666667,-2.666666666666667,-0.6666666666666667
Fulham,Tottenham,2,0,H,13,4,12,4,6,5,0,0,0,0,2.0,3.6,3.75,1.57,2.38,2025-03-16,13:30,9,23,0.6666666666666666,2,1,22.0,22.0,0.5,0.26666666666666666,0.2777777777777778,2.6666666666666665,0.6666666666666666,1.3333333333333333,2.6666666666666665,1.3333333333333333,-0.6666666666666666,1.3333333333333333
Arsenal,Chelsea,1,0,H,12,4,8,2,5,4,3,0,3,0,1.8,4.5,3.6,1.86,1.92,2025-03-16,13:30,0,6,2.3333333333333335,1,1,22.0,22.0,0.5555555555555556,0.2777777777777778,0.2222222222222222,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.6666666666666665,1.0000000000000002,-2.0
Leicester,Man United,0,3,A,11,3,18,5,6,4,2,0,0,0,4.5,1.83,3.5,1.8,2.0,2025-03-16,19:00,12,16,0.0,-3,-1,23.0,22.0,0.2222222222222222,0.2857142857142857,0.5464480874316939,1.0,0.0,2.6666666666666665,1.0,1.0,-2.6666666666666665,0.0
Wolves,West Ham,1,0,H,9,2,10,1,1,2,4,0,2,0,2.5,2.9,3.2,2.2,1.67,2025-04-01,19:45,26,25,1.3333333333333333,1,1,24.0,17.0,0.4,0.3125,0.3448275862068966,1.0,1.3333333333333333,1.0,1.0,1.0,0.33333333333333326,0.0
Nott'm Forest,Man United,1,0,H,8,2,23,6,3,10,1,0,3,0,2.3,3.1,3.4,1.95,1.95,2025-04-01,20:00,19,16,2.6666666666666665,1,1,24.0,16.0,0.4347826086956522,0.29411764705882354,0.3225806451612903,1.6666666666666667,2.6666666666666665,0.0,1.6666666666666667,1.0,2.6666666666666665,0.6666666666666667
Arsenal,Fulham,2,1,H,17,4,9,3,5,4,1,0,2,0,1.48,7.0,4.33,2.1,1.73,2025-04-01,19:45,0,9,2.0,1,1,16.0,24.0,0.6756756756756757,0.23094688221709006,0.14285714285714285,1.6666666666666667,2.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333335,0.3333333333333335
Bournemouth,Ipswich,1,2,A,24,7,10,2,8,3,1,0,2,0,1.36,7.5,5.25,1.53,2.5,2025-04-02,19:45,2,10,0.3333333333333333,-1,-1,18.0,25.0,0.7352941176470588,0.19047619047619047,0.13333333333333333,1.0,0.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,-1.3333333333333335,-0.6666666666666667
Brighton,Aston Villa,0,3,A,11,4,8,5,4,0,1,0,3,0,2.05,3.25,3.8,1.62,2.3,2025-04-02,19:45,4,1,2.3333333333333335,-3,-1,25.0,25.0,0.48780487804878053,0.2631578947368421,0.3076923076923077,0.6666666666666666,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.0,1.666666666666667,-1.3333333333333335
Newcastle,Brentford,2,1,H,21,4,12,3,4,5,1,0,1,0,1.73,4.0,4.5,1.44,2.75,2025-04-02,19:45,17,3,2.0,1,1,38.0,18.0,0.5780346820809249,0.2222222222222222,0.25,2.3333333333333335,2.0,3.0,2.3333333333333335,0.3333333333333333,-1.0,2.0
Man City,Leicester,2,0,H,18,5,2,0,5,0,1,0,4,0,1.2,10.0,8.0,1.4,3.0,2025-04-02,19:45,15,12,2.0,2,1,18.0,24.0,0.8333333333333334,0.125,0.1,0.0,2.0,1.3333333333333333,0.0,2.3333333333333335,0.6666666666666667,-2.3333333333333335
Liverpool,Everton,1,0,H,17,3,5,0,11,5,2,0,2,0,1.36,8.0,5.0,1.73,2.1,2025-04-02,20:00,13,8,2.3333333333333335,1,1,25.0,25.0,0.7352941176470588,0.2,0.125,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.0,1.666666666666667,0.33333333333333326
Southampton,Crystal Palace,1,1,D,8,2,9,3,2,2,2,0,1,0,5.75,1.62,3.8,1.8,2.0,2025-04-02,19:45,21,7,0.6666666666666666,0,0,18.0,39.0,0.17391304347826086,0.2631578947368421,0.6172839506172839,2.0,0.6666666666666666,3.0,2.0,0.0,-2.3333333333333335,2.0
Chelsea,Tottenham,1,0,H,11,5,8,2,4,6,5,0,5,0,1.65,4.5,4.5,1.4,3.0,2025-04-03,20:00,6,23,2.3333333333333335,1,1,25.0,18.0,0.6060606060606061,0.2222222222222222,0.2222222222222222,2.0,2.3333333333333335,0.3333333333333333,2.0,1.0,2.0,1.0
Crystal Palace,Brighton,2,1,H,8,3,11,5,2,4,0,2,1,1,2.35,2.8,3.6,1.8,2.0,2025-04-05,15:00,7,4,2.0,1,1,28.0,21.0,0.425531914893617,0.2777777777777778,0.35714285714285715,2.0,2.0,1.0,2.0,3.0,1.0,-1.0
Ipswich,Wolves,1,2,A,6,2,22,7,4,8,2,0,2,0,2.7,2.63,3.25,2.1,1.73,2025-04-05,15:00,10,26,1.3333333333333333,-1,-1,21.0,21.0,0.37037037037037035,0.3076923076923077,0.3802281368821293,1.3333333333333333,1.3333333333333333,3.3333333333333335,1.3333333333333333,1.0,-2.0,0.33333333333333326
West Ham,Bournemouth,2,2,D,9,3,11,4,4,7,2,0,2,0,3.0,2.3,3.5,1.8,2.0,2025-04-05,15:00,25,2,0.6666666666666666,0,0,26.0,27.0,0.3333333333333333,0.2857142857142857,0.4347826086956522,2.0,0.6666666666666666,0.6666666666666666,2.0,1.6666666666666667,0.0,0.33333333333333326
Everton,Arsenal,1,1,D,5,2,14,5,3,8,3,0,1,0,5.25,1.75,3.25,2.38,1.57,2025-04-05,12:30,8,0,1.6666666666666667,0,0,21.0,27.0,0.19047619047619047,0.3076923076923077,0.5714285714285714,1.0,1.6666666666666667,1.6666666666666667,1.0,0.3333333333333333,0.0,0.6666666666666667
Aston Villa,Nott'm Forest,2,1,H,17,8,19,3,4,4,2,0,2,0,1.95,3.7,3.6,1.8,2.0,2025-04-05,17:30,1,19,1.6666666666666667,1,1,42.0,21.0,0.5128205128205129,0.2777777777777778,0.27027027027027023,2.6666666666666665,1.6666666666666667,1.3333333333333333,2.6666666666666665,2.6666666666666665,0.3333333333333335,0.0
Brentford,Chelsea,0,0,D,9,2,21,5,3,6,1,0,3,0,3.2,2.15,3.6,1.53,2.5,2025-04-06,14:00,3,6,0.3333333333333333,0,0,29.0,21.0,0.3125,0.2777777777777778,0.46511627906976744,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,2.0,-1.0,-1.6666666666666667
Tottenham,Southampton,3,1,H,13,8,12,4,4,1,1,0,1,0,1.38,6.5,5.5,1.4,3.0,2025-04-06,14:00,23,21,1.0,2,1,28.0,29.0,0.7246376811594204,0.18181818181818182,0.15384615384615385,1.0,1.0,1.0,1.0,2.6666666666666665,0.0,-1.6666666666666665
Fulham,Liverpool,3,2,H,12,6,14,6,4,4,3,0,0,0,4.5,1.83,3.5,1.8,2.0,2025-04-06,14:00,9,13,1.3333333333333333,1,1,21.0,42.0,0.2222222222222222,0.2857142857142857,0.5464480874316939,2.0,1.3333333333333333,1.0,2.0,1.3333333333333333,0.33333333333333326,0.6666666666666667
Man United,Man City,0,0,D,13,2,9,5,5,3,3,0,2,0,3.4,2.1,3.6,1.67,2.2,2025-04-06,16:30,16,15,1.3333333333333333,0,0,28.0,29.0,0.29411764705882354,0.2777777777777778,0.47619047619047616,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,-0.3333333333333335,-1.3333333333333335
Leicester,Newcastle,0,3,A,7,2,16,5,12,2,2,0,0,0,6.5,1.48,4.2,1.62,2.3,2025-04-07,20:00,12,17,0.0,-3,-1,22.0,28.0,0.15384615384615385,0.23809523809523808,0.6756756756756757,0.3333333333333333,0.0,3.0,0.3333333333333333,2.0,-3.0,-1.6666666666666667
Southampton,Aston Villa,0,3,A,7,2,25,10,2,14,3,0,1,0,6.0,1.55,4.2,1.62,2.3,2025-04-12,15:00,21,1,0.6666666666666666,-3,-1,10.0,10.0,0.16666666666666666,0.23809523809523808,0.6451612903225806,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.3333333333333333,-1.666666666666667,0.3333333333333335
Nott'm Forest,Everton,0,1,A,10,5,13,5,1,7,0,0,3,0,2.1,3.7,3.3,2.2,1.67,2025-04-12,15:00,19,8,0.6666666666666666,-1,-1,11.0,10.0,0.47619047619047616,0.30303030303030304,0.27027027027027023,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.0,0.6666666666666666,-0.33333333333333337
Arsenal,Brentford,1,1,D,14,3,3,2,13,5,1,0,3,0,1.6,5.0,4.33,1.73,2.1,2025-04-12,17:30,0,3,1.0,0,0,11.0,10.0,0.625,0.23094688221709006,0.2,2.3333333333333335,1.0,0.6666666666666666,2.3333333333333335,1.0,0.33333333333333337,1.3333333333333335
Man City,Crystal Palace,5,2,H,21,9,8,3,1,4,2,0,3,0,1.5,5.75,4.75,1.53,2.5,2025-04-12,12:30,15,7,1.3333333333333333,3,1,10.0,10.0,0.6666666666666666,0.21052631578947367,0.17391304347826086,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,1.3333333333333335
Brighton,Leicester,2,2,D,21,7,15,6,3,6,2,0,5,0,1.29,10.0,6.0,1.62,2.3,2025-04-12,15:00,4,12,1.3333333333333333,0,0,10.0,10.0,0.7751937984496123,0.16666666666666666,0.1,0.0,1.3333333333333333,1.6666666666666667,0.0,1.6666666666666667,-0.3333333333333335,-1.6666666666666667
Chelsea,Ipswich,2,2,D,34,9,13,4,15,4,2,0,2,0,1.27,8.5,7.0,1.44,2.75,2025-04-13,14:00,6,10,2.0,0,0,10.0,11.0,0.7874015748031495,0.14285714285714285,0.11764705882352941,1.3333333333333333,2.0,0.0,1.3333333333333333,1.6666666666666667,2.0,-0.3333333333333335
Wolves,Tottenham,4,2,H,13,5,11,4,1,4,1,0,2,0,2.2,3.1,3.6,1.67,2.2,2025-04-13,14:00,26,23,1.0,2,1,12.0,10.0,0.45454545454545453,0.2777777777777778,0.3225806451612903,1.3333333333333333,1.0,1.0,1.3333333333333333,1.3333333333333333,0.0,0.0
Newcastle,Man United,4,1,H,13,6,9,5,7,2,0,0,2,0,1.65,4.75,4.2,1.67,2.2,2025-04-13,16:30,17,16,2.3333333333333335,3,1,11.0,12.0,0.6060606060606061,0.23809523809523808,0.21052631578947367,1.6666666666666667,2.3333333333333335,2.0,1.6666666666666667,1.0,0.3333333333333335,0.6666666666666667
Liverpool,West Ham,2,1,H,15,6,11,4,10,3,0,0,2,0,1.3,8.0,6.0,1.53,2.5,2025-04-13,14:00,13,25,2.0,1,1,11.0,12.0,0.7692307692307692,0.16666666666666666,0.125,0.6666666666666666,2.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.0
Bournemouth,Fulham,1,0,H,12,3,12,7,6,9,3,0,2,0,2.15,3.3,3.5,1.73,2.1,2025-04-14,20:00,2,9,0.6666666666666666,1,1,12.0,13.0,0.46511627906976744,0.2857142857142857,0.30303030303030304,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,-1.0,-0.3333333333333335
Newcastle,Crystal Palace,5,0,H,14,7,11,4,5,4,2,0,3,0,1.67,5.0,3.9,1.73,2.1,2025-04-16,19:30,17,7,3.3333333333333335,5,1,3.0,4.0,0.5988023952095809,0.25641025641025644,0.2,1.6666666666666667,3.3333333333333335,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,-0.33333333333333326
West Ham,Southampton,1,1,D,12,4,15,4,2,5,2,0,1,0,1.48,6.5,4.33,1.73,2.1,2025-04-19,15:00,25,21,1.3333333333333333,0,0,14.0,13.0,0.6756756756756757,0.23094688221709006,0.15384615384615385,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,3.3333333333333335,0.33333333333333326,-2.666666666666667
Aston Villa,Newcastle,4,1,H,23,9,10,3,7,7,1,0,3,0,2.3,2.75,3.6,1.62,2.3,2025-04-19,17:30,1,17,2.0,3,1,14.0,12.0,0.4347826086956522,0.2777777777777778,0.36363636363636365,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666667,0.6666666666666666
Everton,Man City,0,2,A,8,3,12,7,2,5,4,0,0,0,3.7,1.91,3.6,1.86,2.04,2025-04-19,15:00,8,15,1.3333333333333333,-2,-1,14.0,13.0,0.27027027027027023,0.2777777777777778,0.5235602094240838,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
Brentford,Brighton,4,2,H,16,8,12,3,4,8,3,0,3,1,2.4,2.63,3.75,1.57,2.38,2025-04-19,15:00,3,4,0.3333333333333333,2,1,13.0,14.0,0.4166666666666667,0.26666666666666666,0.3802281368821293,2.3333333333333335,0.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,-0.3333333333333333,1.0000000000000002
Crystal Palace,Bournemouth,0,0,D,5,0,15,4,5,4,3,1,4,0,2.45,2.63,3.6,1.8,2.0,2025-04-19,15:00,7,2,2.3333333333333335,0,0,14.0,14.0,0.4081632653061224,0.2777777777777778,0.3802281368821293,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.6666666666666667,2.0,1.666666666666667,-0.33333333333333326
Fulham,Chelsea,1,2,A,6,1,13,8,6,4,1,0,3,0,2.7,2.35,3.7,1.84,2.06,2025-04-20,14:00,9,6,1.6666666666666667,-1,-1,14.0,14.0,0.37037037037037035,0.27027027027027023,0.425531914893617,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,0.3333333333333335,-0.6666666666666667
Leicester,Liverpool,0,1,A,5,0,28,10,1,13,1,0,2,0,11.0,1.22,6.25,1.44,2.75,2025-04-20,16:30,12,13,0.0,-1,-1,13.0,14.0,0.09090909090909091,0.16,0.819672131147541,2.0,0.0,3.3333333333333335,2.0,1.6666666666666667,-3.3333333333333335,0.33333333333333326
Man United,Wolves,0,1,A,12,2,4,2,9,2,2,0,3,0,2.0,3.6,3.6,1.97,1.93,2025-04-20,14:00,16,26,1.3333333333333333,-1,-1,14.0,15.0,0.5,0.2777777777777778,0.2777777777777778,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,0.33333333333333326,1.0
Ipswich,Arsenal,0,4,A,4,0,24,7,0,12,0,1,0,0,8.0,1.4,4.5,1.73,2.1,2025-04-20,14:00,10,0,1.3333333333333333,-4,-1,15.0,15.0,0.125,0.2222222222222222,0.7142857142857143,0.6666666666666666,1.3333333333333333,3.3333333333333335,0.6666666666666666,0.6666666666666666,-2.0,0.0
Tottenham,Nott'm Forest,1,2,A,22,6,4,3,7,1,1,0,4,0,2.45,2.63,3.6,1.57,2.38,2025-04-21,20:00,23,19,1.6666666666666667,-1,-1,15.0,16.0,0.4081632653061224,0.2777777777777778,0.3802281368821293,2.6666666666666665,1.6666666666666667,1.3333333333333333,2.6666666666666665,2.6666666666666665,0.3333333333333335,0.0
Man City,Aston Villa,2,1,H,14,6,7,3,10,2,3,0,3,0,1.8,3.9,4.1,1.53,2.5,2025-04-22,20:00,15,1,3.0,1,1,10.0,10.0,0.5555555555555556,0.24390243902439027,0.25641025641025644,2.3333333333333335,3.0,1.3333333333333333,2.3333333333333335,0.0,1.6666666666666667,2.3333333333333335
Arsenal,Crystal Palace,2,2,D,12,6,15,4,3,6,1,0,1,0,1.4,7.5,4.75,1.91,1.99,2025-04-23,20:00,0,7,1.3333333333333333,0,0,11.0,7.0,0.7142857142857143,0.21052631578947367,0.13333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.0,3.6666666666666665,0.6666666666666666,-2.6666666666666665
